COGID	L1	L2	L3	L4	ND1	ND2	ND3	ND4	ND5	Description
COG4766	6.52	2.74	1.8	4.86	2.47	2.71	5.43	4.8	3.82	Ethanolamine utilisation protein EutQ
COG4767	337.58	305.97	365.76	244.92	257.76	237.19	276.74	223.71	195.49	VanZ like family
COG4768	8.12	5.79	4.83	1.64	2.55	4.17	1.26	2.3	4.08	protein containing a divergent version of the methyl-accepting chemotaxis-like domain
COG4769	134.05	109.57	140.05	101.91	84.19	127.71	87.99	104.2	110.06	Heptaprenyl diphosphate synthase component I
COG4770	145.2	109.74	127.06	124.56	153.9	175.74	159.6	177.52	162.45	Biotin-requiring enzyme
COG4771	1141.96	1058.21	909.83	1254.73	2549.5	2000.45	2053.14	2714.17	1911.67	COG4771 Outer membrane receptor for ferrienterochelin and colicins
COG4772	153.3	126.01	117.27	180.01	224.52	197.73	190.75	242.99	191.06	TonB dependent receptor
COG4773	158.36	105.07	101.37	149.86	157.9	154.13	169.16	176.77	135.37	Receptor
COG4774	12.77	86.94	40.03	117.61	44.55	36.78	39.4	52.34	35.41	TonB dependent receptor
COG4775	311.02	340.45	272.7	461.96	448.34	403.33	418.79	489.04	350.47	Outer membrane protein, OMP85 family
COG4776	0	0	0	0	0	0	0	0	0	Involved in mRNA degradation. Hydrolyzes single-stranded polyribonucleotides processively in the 3' to 5' direction
COG4778	0	0.05	0	0	0.03	0.13	0.06	0.21	0.03	ATPases associated with a variety of cellular activities
COG4779	0.08	0.08	0.02	0.05	0	0.03	0	0	0	Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily
COG4781	23.5	40.74	47.19	24.45	15.75	8.03	19.93	11.64	11.12	Membrane domain of glycerophosphoryl diester phosphodiesterase
COG4782	0	0	0	0	0	0.04	0.02	0.25	0.05	Alpha/beta hydrolase of unknown function (DUF900)
COG4783	38.69	144.59	81.67	147.87	68.86	55.69	77.77	70.59	52.13	Suppressor of fused protein (SUFU)
COG4784	0	0	0	0	0.07	0.3	0.32	0.98	0.14	O COG0501 Zn-dependent protease with chaperone function
COG4785	1.08	13.1	12.27	3.88	2.26	1.43	0.41	4.45	2.28	May be involved in cell division
COG4786	389.85	282.09	353.34	274.32	310.36	306.7	351.32	276.93	348.09	Flagellar basal body rod FlgEFG protein C-terminal
COG4787	0	0	0	0	0.02	0.05	0.19	0.23	0.57	Flagellar basal body rod protein
COG4789	0	0	0	0	0	0	0	0	0	FHIPEP family
COG4790	0	0	0	0	0.07	0.13	0.09	0.18	0.09	FliP family
COG4791	0	0	0	0	0	0	0	0	0	Bacterial export proteins, family 1
COG4794	0	0	0	0	0	0	0	0	0	Bacterial export proteins, family 3
COG4795	1.38	1.84	0.82	0.67	0.04	0.08	0.8	0.49	0.33	Type II secretion system (T2SS), protein J
COG4796	8.2	4.96	3.77	8.78	19.39	37.1	21.76	29.39	21.28	Type II and III secretion system protein
COG4797	0.52	0.41	0.61	0.52	21.6	21.21	32.01	24.23	11.91	Motility related/secretion protein
COG4798	0	0	0	0	0	0	0.02	0.19	0.11	methyltransferase
COG4799	308.69	306.03	305.14	363.5	293.71	329.11	270.02	324.35	312.96	Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)
COG4802	0	0	0	0	0.06	0.27	0.67	0.47	0.13	PFAM Ferredoxin thioredoxin reductase catalytic beta chain
COG4803	0.62	0.56	0.74	0.66	2.36	1.1	1.17	3.29	2.12	Protein of unknown function (DUF1269)
COG4804	978.16	875.22	873.34	828.11	1450.96	755	1075.23	1247.69	985.91	Protein of unknown function (DUF1016)
COG4805	195.31	144.36	205.36	132.02	110.44	91.1	83.6	96.43	96.72	Bacterial protein of unknown function (DUF885)
COG4806	125.61	98.44	107.05	119.94	93.24	91.16	111.64	97.58	90.93	L-rhamnose isomerase (RhaA)
COG4807	0.25	0.1	0.1	0.24	0	0	0	0	0	Protein of unknown function (DUF1456)
COG4808	2.12	3.98	2.36	2.45	0.88	0.53	1	0.86	1.07	Protein of unknown function (DUF1307)
COG4809	5.48	5.36	4.81	5.1	8.85	2.63	6.3	5.59	5.97	ADP-specific Phosphofructokinase/Glucokinase conserved region
COG4810	42.16	29.95	31.83	28.15	10.4	22.43	28.22	13.08	19.09	BMC domain
COG4811	0	0	0	0	0	0	0	0	0	UPF0266 membrane protein YobD
COG4812	15.53	11.92	9.6	11.51	4.37	3.61	6.27	7.21	4.07	Cobalamin adenosyltransferase
COG4813	15.79	17.63	14.56	15.01	40.93	82.76	31.26	67.5	72.41	Trehalose utilisation
COG4814	33.53	17.8	18.88	7.28	14.18	23.47	7.96	11.85	17.84	Alpha/beta hydrolase of unknown function (DUF915)
COG4815	0.13	0.25	0.06	0.06	0	0	0	0	0	MepB protein
COG4816	13.6	11.91	8.5	13.42	3.85	8.21	7.36	6.19	4.87	BMC
COG4817	1.32	4.42	4.82	4.25	0.88	0.43	0.56	0.09	0.35	Protein of unknown function (DUF1048)
COG4818	42.89	15.87	26.82	15.7	6.64	6.47	11.85	5.78	4.69	TM2 domain
COG4819	8.48	6.37	4.91	5.82	3.21	4.18	6.94	5.58	3.41	ethanolamine utilization protein
COG4820	19.08	15.33	9.27	14.72	3.28	4.61	6.83	4.59	6.54	Type IV pilus assembly protein PilM;
COG4821	45.72	25.95	34.05	42.98	7.54	11.63	6.57	6.92	9.1	protein containing SIS (Sugar ISomerase) phosphosugar binding domain
COG4822	63.2	71.8	60.89	74.28	131.38	89.88	102.2	102.88	91.6	Cobalt chelatase (CbiK)
COG4823	117.74	149.32	139.76	121.3	167.5	149.73	120.04	185.35	98.93	Abi-like protein
COG4824	291.85	210.8	258	201.47	189.49	170.81	256.06	152.09	296.47	toxin secretion phage lysis holin
COG4825	0.14	0.06	0.07	0	0	0	0	0	0	membrane-anchored protein conserved in bacteria
COG4826	211.05	187.23	214.89	194.91	272.73	261.96	254.63	301.1	241.23	Belongs to the serpin family
COG4828	31.28	40.73	35.28	27.03	42.18	61.33	38.49	50.71	51.28	Protein of unknown function (DUF1622)
COG4829	0.45	0.18	0.28	0	0	0	0	0	0	Muconolactone delta-isomerase
COG4832	110.99	130.57	141.7	79.98	103.52	125.16	110.38	119.62	104.34	GyrI-like small molecule binding domain
COG4833	13.73	7.14	10.87	12.59	38.64	31.73	31.98	42.51	23.65	Glycosyl hydrolase family 76
COG4834	24.13	29.63	23.61	25.3	26.4	24.82	31.45	20.05	28.78	Uncharacterized protein conserved in bacteria (DUF2184)
COG4835	4.09	2.72	2.29	0.47	1.16	0.57	0.09	1.27	0.98	Protein of unknown function (DUF1149)
COG4836	2.55	1.95	1.68	0.1	0.79	2.21	0.57	0.92	1.91	Protein of unknown function (DUF1146)
COG4837	0	0.04	0.03	0	0	0	0	0	0	Protein of unknown function (DUF1462)
COG4838	0	0.22	0.24	0.1	0.67	1.83	0.48	0.22	0.81	Belongs to the UPF0358 family
COG4839	6.23	6.1	4.68	2.23	3.02	3.82	2.04	3.02	3.18	Cell division protein FtsL
COG4840	0	0.06	0.05	0	0	0	0	0	0	Belongs to the UPF0435 family
COG4841	0.53	0.09	0.24	0.3	0.11	0.05	0	0.14	0.05	Belongs to the HesB IscA family
COG4842	94.95	46.89	73.97	44.62	50.18	45.1	67.61	32.7	37.75	Belongs to the WXG100 family
COG4843	0.26	3.14	0.9	0.46	0.15	0.15	0.02	0.03	0	Uncharacterized protein conserved in bacteria (DUF2179)
COG4844	0.43	0	0.04	0	0	0.04	0	0	0	Belongs to the UPF0349 family
COG4845	228.23	269.06	233.28	292.95	221.7	193.08	214.33	235.47	158.97	Chloramphenicol acetyltransferase
COG4846	0	0	0.06	0	0	0.04	0.03	0	0	COG4846 Membrane protein involved in cytochrome C biogenesis
COG4848	0.48	0.48	0.85	0.26	0.02	0.07	0.27	0.55	0.63	Belongs to the UPF0354 family
COG4849	13.66	20.42	13.6	12.78	17.58	12.52	10.59	19.2	12.18	Protein conserved in bacteria
COG4850	0.66	0.36	0.27	0.21	0.11	0.07	0.27	0.56	0.83	Uncharacterized conserved protein (DUF2183)
COG4851	6.76	18.56	16.19	7.53	5.98	6.06	2.07	8.77	7.43	COG COG4851 Protein involved in sex pheromone biosynthesis
COG4852	0	0	0	0	0.07	0	0.18	0.19	0	membrane
COG4853	14.33	7.28	13.89	7.49	10.71	6.15	2.19	3.43	4.51	YycH protein
COG4856	260.52	220.52	255.62	219.15	263.72	254.85	237.93	271.7	252.25	YbbR-like protein
COG4857	8.57	10.92	7.29	10.8	4.71	7.95	7.55	5.84	4.67	Aminoglycoside/hydroxyurea antibiotic resistance kinase
COG4858	7.54	4.81	4.82	1.71	3.29	5.93	2.43	3.04	4.98	Protein of unknown function (DUF1129)
COG4859	202.84	202.78	191.97	190.22	183.26	140.67	222.87	137.49	136.33	Domain of unknown function (DUF4261)
COG4861	21.05	225.59	105.22	265.5	35.69	23.77	36.82	20.84	75.45	Transcriptional regulator, AbiEi antitoxin, Type IV TA system
COG4862	197.01	143.13	199.17	136.29	152.06	131.87	138.48	120.55	175.76	Negative regulator of genetic competence (MecA)
COG4863	10.48	6.43	7.32	2.77	4.11	6.84	2.95	3.87	5.39	YycH protein
COG4864	69.05	123.82	78.67	187.02	44.41	62.44	44.49	54.48	44.46	SigmaW regulon antibacterial
COG4865	2.07	1.16	1.51	1.56	0.65	0.74	0.51	0.79	0.12	Catalyzes the carbon skeleton rearrangement of L- glutamate to L-threo-3-methylaspartate ((2S,3S)-3- methylaspartate)
COG4866	149.88	139.4	142.81	137.8	178.29	203.5	173.62	206.67	180.71	Psort location Cytoplasmic, score
COG4867	0.28	0.07	0.03	0.07	0.24	0.44	0.22	0.21	0.41	von Willebrand factor, type A
COG4868	208.13	179.17	205.46	200.84	163.43	121.67	157.62	154.23	145.93	Psort location Cytoplasmic, score
COG4869	75.11	69.34	66.78	66.16	47.72	50.65	57.02	47.65	49.09	Involved in 1,2-propanediol (1,2-PD) degradation by catalyzing the conversion of propanoyl-CoA to propanoyl-phosphate
COG4870	72.58	88.81	99.86	58.59	198.65	175.44	183.5	187.89	198.83	Papain family cysteine protease
COG4871	0.08	0	0.04	0	0.12	0.31	0.22	0.1	0.32	Putative Fe-S cluster
COG4872	0	0	0	0.08	2.19	5.04	8.01	3.77	4.5	Predicted membrane protein (DUF2157)
COG4873	0.31	0.07	0.05	0	0	0.05	0	0	0	Uncharacterized protein conserved in bacteria (DUF2187)
COG4874	0.24	0.07	0.08	0.55	0.15	0.26	0.12	0.41	0.34	Amidinotransferase
COG4875	0	0	0	0	0.03	0	0	0.06	0.24	SnoaL-like domain
COG4876	0.1	0.17	0.05	0	0	0.24	0.14	0.24	0.09	Uncharacterized protein conserved in bacteria (DUF2188)
COG4877	37.95	13.48	22.71	21.45	27.35	33.01	28.23	32.22	37.84	Protein conserved in bacteria
COG4878	2.62	0.77	3.04	0.91	4.05	4.31	4.23	1.18	4.54	Uncharacterised protein conserved in bacteria (DUF2194)
COG4880	40.44	39.8	50.86	33.5	27.23	30.39	35.59	23.48	29.74	Beta propeller domain
COG4882	0	0	0.02	0	0.02	0	0.04	0	0	Aminopeptidase Iap family-like protein
COG4884	0.35	0.03	0.37	0	11.75	7.18	7.38	10.39	7.11	WGR domain protein
COG4886	1486.68	1373.01	1503.92	1194.25	1775.42	1926.68	1650.21	1896.39	1911.81	regulation of response to stimulus
COG4887	14.73	14.02	14.46	14.41	15.21	11.55	9.76	13.64	10.52	Protein of unknown function (DUF1847)
COG4888	0	0	0	0	1.83	3.45	1.98	4.23	1.81	SPTR ASPIC UnbV domain protein
COG4889	15.56	9.5	5.2	5	18.11	28.64	24.49	14.1	18.96	Restriction endonuclease
COG4890	0	0	0	0	0	0	0.07	0.14	0	Cyd operon protein YbgT
COG4892	1.88	1.53	1.14	1.21	1.46	2.94	1.1	2.19	1.99	Cytochrome b5-like Heme/Steroid binding domain
COG4894	32.9	43.87	35.31	30.76	21	22.14	26.66	26.88	19.19	LURP-one-related
COG4895	4.24	2.83	2.7	4.57	2.25	1.51	6.35	2.09	2.22	Uncharacterized conserved protein (DUF2196)
COG4896	0	0	0	0	0	0	0	0	0	Uncharacterized protein conserved in bacteria (DUF2197)
COG4897	0	0	0	0	0	0	0	0	0	Uncharacterized protein conserved in bacteria (DUF2198)
COG4898	101.63	77.46	87.58	69.68	55.95	57.08	48.32	41.54	51.68	Domain of unknown function (DU1801)
COG4903	0.78	13.12	9.86	3.84	2.17	1.07	0.22	3.67	2.82	ComK protein
COG4905	584.68	452.79	610.71	383.95	330.83	383.99	380.81	330.44	394.82	Putative ABC-transporter type IV
COG4907	21.25	30.24	38.77	13.81	12.66	28.35	16.24	15.28	17.07	Predicted membrane protein (DUF2207)
COG4908	144.91	106.47	137.59	96.97	108.84	142.93	99.61	120.61	120.29	Psort location
COG4909	12.24	13.27	6.35	12.32	7.08	9.97	6.18	4.25	9.27	Dehydratase large subunit
COG4910	6.3	5.14	1.72	5.13	2.38	3.88	1.65	1.89	3.61	Dehydratase small subunit
COG4912	206.62	219.64	267.37	223.96	273.51	322.2	231.72	329.64	250.72	DNA alkylation repair enzyme
COG4913	120.73	68.38	96.78	67.91	116.15	154.21	98.24	133.01	181.91	Putative exonuclease SbcCD, C subunit
COG4915	119.34	104.65	121.15	101.59	69.4	71.09	85.07	61.36	67.57	5-bromo-4-chloroindolyl phosphate hydrolysis protein
COG4916	43.6	25.17	42.37	25.73	35.32	27.05	48.55	25.74	29.02	nucleotide-binding Protein
COG4917	41.05	31.88	33.75	29.68	14.56	20.77	22.1	15.94	17.31	ethanolamine utilization protein
COG4918	1.43	0.57	0.49	0.45	1.85	2.57	0.76	0.55	0.69	Belongs to the HesB IscA family
COG4922	11.31	10.06	5.66	8.52	1.87	1.9	1.01	1.24	1.08	SnoaL-like domain
COG4923	8.6	8.08	9.6	6.12	0.32	0.78	1.35	1.83	1.39	Psort location Cytoplasmic, score 8.87
COG4924	45.12	49.13	51.25	29.3	44.63	30.98	20.7	38.51	29.74	Protein of unknown function C-terminus (DUF2399)
COG4925	103.56	93.98	106	72.21	104.67	46.87	92.1	59.97	55.44	Catalyzes the ATP-dependent transfer of a sulfur to tRNA to produce 4-thiouridine in position 8 of tRNAs, which functions as a near-UV photosensor. Also catalyzes the transfer of sulfur to the sulfur carrier protein ThiS, forming ThiS-thiocarboxylate. This is a step in the synthesis of thiazole, in the thiamine biosynthesis pathway. The sulfur is donated as persulfide by IscS
COG4926	234.21	207.27	195.47	245.9	346.94	315.86	388.64	357.51	373.75	Prophage endopeptidase tail
COG4927	76.96	55.53	81.27	43.81	54.24	115	62.7	84.61	73.76	Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase
COG4928	185.11	216.08	206.19	156.71	242.03	162.56	200.45	190.35	152.91	KAP family P-loop domain
COG4929	1.52	1.28	1.46	0.81	1.69	3.85	6.79	3.09	5.13	GDYXXLXY protein
COG4930	59.23	53.2	47.24	39.45	99.84	51.89	79.03	68.86	58.35	Putative ATP-dependent Lon protease
COG4932	2053.83	1896.95	1882.04	2011.84	1519.96	1833.47	2122.94	1499.08	1389.92	Psort location Cellwall, score
COG4933	72.22	25.86	40.66	33.08	44.34	40.87	57.52	28.36	29.55	The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome
COG4934	0.5	0.01	0.44	0.22	3.67	0.94	3.38	0.28	2.59	collagen metabolic process
COG4935	60.9	54.12	41.5	38.89	121.85	71.44	103.22	98.11	78.1	Belongs to the peptidase S8 family
COG4936	78.32	55.23	54.1	56.52	54.26	60.21	82.03	42.54	59.68	chemotaxis
COG4938	137.07	124.85	142.39	96.47	124.36	65.65	91.8	79.68	76.93	AAA ATPase domain
COG4939	131.49	98.75	123.64	86.6	124.19	150.51	104.05	140.94	115.26	FMN_bind
COG4940	2.59	0.95	1.46	0.69	0.42	0.45	0.02	0.92	0.34	Putative Competence protein ComGF
COG4941	0.07	0	0	0	0.48	0.51	0.72	1.58	1.52	TIGRFAM RNA polymerase sigma factor, sigma-70 family
COG4942	613.36	447.32	514.63	428.52	495.59	627.83	509.22	601.95	538.8	Peptidase family M23
COG4943	0	0.12	0	0	0.03	0.02	0.01	0.08	0.08	May function as a c-di-GMP phosphodiesterase. Cyclic-di- GMP is a second messenger which controls cell surface-associated traits in bacteria. Overexpression reduces biofilm formation
COG4944	0	0.02	0	0	0.28	0.66	0.62	0.96	1.21	Protein of unknown function (DUF1109)
COG4945	8.21	6.58	6.16	6.36	8.55	2.86	3.96	13.1	2.77	Belongs to the glycosyl hydrolase 13 family
COG4946	160.45	143.56	128.91	208	167.32	132.57	124.47	167.08	126.21	Tricorn protease homolog
COG4947	21.93	31.33	30.15	21.16	28.01	27.92	23.74	23.91	22.41	Psort location Cytoplasmic, score 8.87
COG4948	252.8	255.13	232.69	306.52	313.05	243.48	272.01	283.22	229.02	Mandelate racemase / muconate lactonizing enzyme, C-terminal domain
COG4950	0.03	0	0.01	0	0.06	0.02	0.39	0.6	0.64	Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity
COG4951	132.53	124.98	144.5	96.59	122.07	76.04	88.91	88.23	79.95	DEAD-like helicases superfamily
COG4952	0.42	0.18	0.13	0.25	0.69	0.92	0.49	0.86	0.86	isomerase
COG4953	17.03	5.75	3.94	5.26	7.08	12.66	10.14	11.3	9.05	PFAM glycosyl transferase family 51
COG4954	53.66	63.71	58.74	36.28	47.89	49.43	49.9	43.34	35.3	Protein of unknown function (DUF2000)
COG4955	16.63	22.37	15.06	16.82	15.54	16.51	11.58	22.15	13.32	Helicase
COG4956	15.57	20.59	30.8	13.57	5.06	11.09	4.8	6.33	7.41	Large family of predicted nucleotide-binding domains
COG4957	0.67	3.82	0.49	0.5	0.68	1.06	1.55	1.03	0.82	PFAM ROSMUCR transcriptional regulator
COG4959	0.62	0.43	0.49	0.16	0.73	0.76	1.28	1.73	1.95	Signal peptidase, peptidase S26
COG4960	8.76	9.45	6.84	4.08	24.86	52.87	22.99	46.38	44.83	peptidase A24A prepilin type IV
COG4961	141.47	108.06	137.4	88.23	107.05	121.87	96.43	113.1	122.02	Psort location Cytoplasmic, score
COG4962	321.45	261.89	342.46	221.99	293.6	272.14	298.03	246.31	449.93	Type II IV secretion system protein
COG4963	2.46	4.58	2.75	1.63	1.18	0.85	1.09	2.76	2.18	NUBPL iron-transfer P-loop NTPase
COG4964	167.96	140.51	137.66	205.5	114.13	117.18	169.49	111.37	104.9	Pilus formation protein N terminal region
COG4965	285.51	221	289.42	179.24	215.41	190.99	205.42	169.23	314.82	Type II secretion system (T2SS), protein F
COG4966	6.56	80.38	31.19	104.8	0.47	0.16	0.91	1.98	2.41	Prokaryotic N-terminal methylation motif
COG4967	14.7	8.83	14.17	8.95	13.06	13.89	6.42	13.75	14.97	type IV pilus modification protein PilV
COG4968	93.77	277.96	186.83	334.1	59.97	45.26	64.87	48.06	53.51	Prokaryotic N-terminal methylation motif
COG4969	32.24	193.38	83.19	227.76	8.07	4.08	11.69	8.4	7.64	Prokaryotic N-terminal methylation motif
COG4970	15.2	68.45	32.37	89.78	0.57	0.95	1.18	2.34	2.58	Type II transport protein GspH
COG4972	138.48	142.73	165.13	189.74	64.96	53.82	72.41	42.61	53.34	Type IV pilus assembly protein PilM
COG4973	1.87	2.08	0.83	0.43	0.58	1.94	0.66	0.95	0.69	Belongs to the 'phage' integrase family. XerC subfamily
COG4974	4441.84	4432.42	4339.99	4386.72	5911.75	4420.99	5303.76	5016.29	4840.8	Phage integrase SAM-like domain
COG4975	15.26	12.55	11	7.33	15.03	25.15	12.9	15.79	16.42	COG NOG04879 non supervised orthologous group
COG4976	82.05	77.74	88.14	51.57	88.33	95.53	85.86	98.63	97.31	Methyltransferase domain protein
COG4977	144.36	109.13	125.57	104.15	186.2	243.64	196.52	215.71	206.6	AraC-like ligand binding domain
COG4978	139.89	136	171.44	114.4	95.13	77.82	89.18	91.26	61.03	Bacterial transcription activator, effector binding domain
COG4980	29.33	35.91	29.08	37.02	59.99	44.34	48.34	57.79	41.98	COG NOG35214 non supervised orthologous group
COG4981	1.33	1.25	1.44	0.66	0.08	0.19	0.09	0.08	0.21	fatty acid synthase
COG4983	62.53	38.26	49.82	49.34	41.85	30.37	46.11	22.88	26.96	Phage plasmid primase, P4 family domain protein
COG4984	1.48	1.67	0.85	0.81	0.38	0.66	0.46	0.44	0.23	Predicted membrane protein (DUF2157)
COG4986	0	0	0	0	0.15	0.38	0.15	0.64	0.3	Function proposed based on presence of conserved amino acid motif, structural feature or limited homology
COG4987	18.51	12.08	12.17	7.79	4.73	6.35	3.04	4.69	6.11	ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease ATP-binding protein CydC
COG4988	57.62	64.44	65.99	47.38	31.85	29.27	30.62	29.42	29.36	Abc transporter
COG4989	77.77	79.25	103.11	74.49	24.65	18.99	17.32	30.96	18.77	Aldo/keto reductase family
COG4990	97.15	107.13	131.72	78.27	74.77	61.89	80.8	59.7	78.64	Papain-like cysteine protease AvrRpt2
COG4991	184.36	153.62	204.46	127.66	158.78	164.37	121.34	145.99	172.01	Bacterial SH3 domain homologues
COG4992	293.95	324.33	302.91	370.63	247.13	301.06	252.97	278.66	255.72	PFAM Aminotransferase class-III
COG4993	0	0	0.03	0	0.88	1.25	1.99	3.63	4.5	PQQ-like domain
COG4994	0.38	0.43	0.4	0.31	0.24	0.61	1.13	0.47	1.04	Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family
COG4995	70.6	91.59	78.4	75.55	68.8	39.3	74.71	45.84	72.44	CHAT domain
COG4997	5.71	13.03	9.9	7.27	7.86	6.74	10.56	8.38	4.48	phosphoribosyl-ATP pyrophosphohydrolase
COG4999	0	0	0	0	0	0	0	0	0	Member of the two-component regulatory system UvrY BarA involved in the regulation of carbon metabolism via the CsrA CsrB regulatory system. Phosphorylates UvrY, probably via a four-step phosphorelay
COG5000	209.78	217.31	231.73	224.92	295.5	304.42	314.14	316.34	283.67	Pfam:Cache_1
COG5001	525.01	321.25	490.37	323.91	355.78	272.85	359.11	240.39	427.94	signal transduction protein containing a membrane domain, an EAL and a GGDEF domain
COG5002	3759.71	3009.32	3551.94	2873.08	2727.58	2747.54	2838.3	2618.05	2594.69	ATPase histidine kinase DNA gyrase B HSP90 domain protein
COG5004	23.29	24.5	21.97	22.33	29.86	29.75	41.63	27.04	22.28	Phage Tail Protein X
COG5005	74	63.13	51.6	76.02	97.11	89.25	92.21	99.47	96.21	Phage virion morphogenesis
COG5006	0.05	0.01	0.15	0	0	0.03	0.02	0	0	permease, DMT superfamily
COG5007	0.43	0.58	0.25	0	0.04	0.04	0.13	0.54	0.17	Belongs to the BolA IbaG family
COG5008	0.78	0.74	0.27	0	0.12	0.17	0.46	1.07	1.1	Type II/IV secretion system protein
COG5009	256.98	194.96	231.46	219.85	302.63	303.14	263.19	325.63	290.77	Penicillin-binding protein OB-like domain
COG5010	68.77	49.79	42.7	45.18	88.55	80	82.03	75.15	58.87	COG0457 FOG TPR repeat
COG5011	135.78	105.36	131.99	98.58	108.16	130.56	102.93	110.96	121.85	Radical SAM-linked protein
COG5012	165.55	121.65	135.54	134.73	47.58	42.46	44.91	52.47	48.27	B12 binding domain
COG5013	3.1	1.21	0.89	0.64	3.34	2.24	1.53	4.72	4.42	Belongs to the prokaryotic molybdopterin-containing oxidoreductase family
COG5014	0.68	2.37	2.34	1.23	0.02	0.05	0.02	0.01	0	PFAM Radical SAM domain protein
COG5015	61.78	50.09	69.05	40.95	41.66	24.14	63.97	18.79	38.9	Pyridoxamine 5'-phosphate oxidase
COG5016	229.36	250.29	233.94	313.61	260.57	275.83	266.82	273.33	255.77	Pyruvate carboxylase, C-terminal domain subunit K01960
COG5017	19.67	20.48	29.93	18.35	23.74	17.86	14.32	24.42	15.05	Glycosyltransferase family 28 C-terminal domain
COG5018	129.35	89.62	126.02	84.47	92.08	113.25	84.96	98.98	108.54	Exonuclease
COG5019	13.72	8.58	11.56	11.71	5.09	12.1	10.21	7.85	6.1	ATPase. Has a role at an early stage in the morphogenesis of the spore coat
COG5021	4.25	1.47	0.91	0.99	0	0.3	0	0	0.06	E3 ubiquitin-protein ligase HERC6
COG5022	0.06	0.3	0.1	0.04	0.03	0	0.17	0	0	Source PGD
COG5026	2.09	1.72	2.11	2.42	0.6	1.01	0.54	1.04	0.59	Hexokinase
COG5029	0	0	0.07	0	0.29	0.48	0.2	0.28	0.16	Prenyltransferase
COG5031	0	0	0	0	0	0.07	0	0.05	0.06	Coenzyme Q (ubiquinone) biosynthesis protein Coq4
COG5032	0	0.13	0.06	0.08	0	0.03	0	0	0	Phosphatidylinositol
COG5036	323.73	229.73	277.36	209.07	273.55	204.84	235.16	194.57	244.3	VTC domain
COG5039	40.94	11.88	27.45	12.63	14.7	9.81	16.36	18.04	10.62	Polysaccharide pyruvyl transferase
COG5042	0	0	0	0	0.19	0.05	0.38	0.62	0.9	Purine nucleoside permease (NUP)
COG5043	0.84	1.96	0.19	0.1	0.18	0.2	0.13	0.09	0.12	regulation of parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization
COG5044	8.62	6.32	10.84	3.84	17.21	61.87	22.93	46.24	42.63	Guanosine nucleotide diphosphate dissociation inhibitor
COG5048	0.02	0.1	0.04	0.11	0.08	0.08	0.08	0.14	0	Domain of unknown function (DUF4157)
COG5051	0	0	0	0	0.09	0.03	0	0.06	0.54	Ribosomal protein L36e
COG5055	0.17	0.05	7.64	0	0.08	0.25	0.11	0.3	0.17	double-strand break repair via single-strand annealing
COG5059	0	0.06	0	0	0	0	0	0	0	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
COG5061	2.99	2.66	1.75	2.16	6.11	6.02	4.69	7.76	4.15	Protein of unknown function (DUF3307)
COG5066	0	0	0	0	0.3	2.5	0.97	1.32	0.93	FFAT motif binding
COG5069	0	0	0	0	0	0	0	0	0	Filamin/ABP280 repeat
COG5074	0	0	0	0	0	0	0	0	0	S-layer homology domain
COG5078	0.51	0.95	0.59	0.92	9.87	1.65	3.57	6.22	3.07	Belongs to the ubiquitin-conjugating enzyme family
COG5083	0.66	0.36	0.52	0.47	0.02	0	0	0.03	0	phosphatidylinositol transporter activity
COG5084	0	0.16	0	0	0	0	0	0	0	cleavage and polyadenylation specificity factor subunit
COG5091	0	0	0	0	0.16	0.08	0.16	0.34	0	Protein SGT1 homolog
COG5094	0	0	0	0	0.18	0.46	0.28	0.2	0.18	RNA polymerase II transcriptional preinitiation complex assembly
COG5096	0.12	0.04	0	0	0.15	0.29	0.24	0.06	0.11	Fusaric acid resistance protein-like
COG5107	73.32	82.89	75.62	105.32	144.05	118.74	122.53	153.61	119.36	Domain of Unknown Function (DUF349)
COG5108	0	0	0	0	0	0	0	0	0	DNA-dependent RNA polymerase
COG5113	45.92	54.94	51.56	44.01	98.95	165.83	111.25	125.94	190.73	Protein conserved in bacteria
COG5114	46.56	105.54	67.72	101.16	17.46	16.95	12.27	16.5	8.96	positive regulation of histone acetylation
COG5126	6.61	74.97	31.15	94.74	0.41	0.38	0.57	0.85	0.49	EF-hand, calcium binding motif
COG5143	38.54	27.15	27.16	38.78	50.18	31.81	37.17	53.39	40.94	Regulated-SNARE-like domain
COG5146	4.05	1.14	2.8	1.94	3.13	3.8	3.53	2.57	2.53	TIGRFAM pantothenate kinase, eukaryotic staphyloccocal type
COG5147	0.29	0.51	0.11	0.15	1.72	1.47	3.51	2.84	1.69	Myb-related protein
COG5153	0	0	0	0	0.81	0.52	0.77	1.81	0.31	Lipase (class 3)
COG5156	0	0	0	0	0.16	0	0	0	0	anaphase-promoting complex-dependent catabolic process
