ContigID	Length	Type	Taxonomy	Host	Lifestyle
Nd_2__5410	3008	phage	unknown	unknown	virulent
Nd_2__5411	2916	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Colwellia psychrerythraea	virulent
Nd_2__5412	2788	non-phage	NA	NA	NA
Nd_2__5416	2066	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__5421	3348	non-phage	NA	NA	NA
Nd_2__5436	4528	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__5442	2214	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__5444	2205	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__5446	2317	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__5450	12416	non-phage	NA	NA	NA
Nd_2__5453	3496	phage	unknown	Dinoroseobacter shibae	temperate
Nd_2__5458	12191	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Colwellia psychrerythraea	temperate
Nd_2__546	2091	non-phage	NA	NA	NA
Nd_2__5467	3983	non-phage	NA	NA	NA
Nd_2__5468	6226	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__5475	6078	phage	unknown	unknown	virulent
Nd_2__548	6050	non-phage	NA	NA	NA
Nd_2__5483	3167	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__5487	4109	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Kyanoviridae	Colwellia psychrerythraea	temperate
Nd_2__5489	2014	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__5494	3717	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Drexlerviridae	unknown	temperate
Nd_2__5495	6185	phage	unknown	Salmonella enterica	virulent
Nd_2__5499	6254	non-phage	NA	NA	NA
Nd_2__550	2165	non-phage	NA	NA	NA
Nd_2__5505	2078	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__5507	3086	non-phage	NA	NA	NA
Nd_2__5513	3701	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Serratia marcescens	temperate
Nd_2__5514	2369	non-phage	NA	NA	NA
Nd_2__5521	6844	phage	unknown	unknown	virulent
Nd_2__5523	2653	phage	unknown	unknown	virulent
Nd_2__5529	27683	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Drexlerviridae	Dinoroseobacter shibae	temperate
Nd_2__5541	2438	non-phage	NA	NA	NA
Nd_2__5546	2353	non-phage	NA	NA	NA
Nd_2__5554	2407	non-phage	NA	NA	NA
Nd_2__5555	5989	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__5570	3078	non-phage	NA	NA	NA
Nd_2__5574	2700	non-phage	NA	NA	NA
Nd_2__5575	2490	phage	unknown	unknown	temperate
Nd_2__5581	2335	phage	unknown	Ruminococcus sp. TF11-2AC	temperate
Nd_2__5583	2931	non-phage	NA	NA	NA
Nd_2__5591	7653	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Autographiviridae	Colwellia psychrerythraea	virulent
Nd_2__5600	10980	non-phage	NA	NA	NA
Nd_2__5612	2878	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__5613	8391	non-phage	NA	NA	NA
Nd_2__5615	2256	phage	unknown	unknown	virulent
Nd_2__5616	2114	non-phage	NA	NA	NA
Nd_2__5618	6035	phage	unknown	Dinoroseobacter shibae	temperate
Nd_2__5619	4049	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Casjensviridae	Anaeromassilibacillus sp. Marseille-P3371	temperate
Nd_2__5635	4993	non-phage	NA	NA	NA
Nd_2__5656	7132	non-phage	NA	NA	NA
Nd_2__5662	11447	phage	unknown	unknown	temperate
Nd_2__5670	9796	non-phage	NA	NA	NA
Nd_2__568	21028	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	Colwellia psychrerythraea	temperate
Nd_2__569	3790	phage	unknown	unknown	virulent
Nd_2__5697	2650	non-phage	NA	NA	NA
Nd_2__57	3117	non-phage	NA	NA	NA
Nd_2__5700	12006	non-phage	NA	NA	NA
Nd_2__571	6456	non-phage	NA	NA	NA
Nd_2__5714	4810	phage	unknown	unknown	temperate
Nd_2__5716	12843	non-phage	NA	NA	NA
Nd_2__5719	2858	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__5723	26994	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
Nd_2__5726	2326	non-phage	NA	NA	NA
Nd_2__5732	4962	non-phage	NA	NA	NA
Nd_2__5734	2499	non-phage	NA	NA	NA
Nd_2__5745	11061	non-phage	NA	NA	NA
Nd_2__5761	2349	phage	unknown	Dinoroseobacter shibae	temperate
Nd_2__5762	5816	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__5763	5708	non-phage	NA	NA	NA
Nd_2__5764	8187	phage	unknown	unknown	temperate
Nd_2__5773	2009	non-phage	NA	NA	NA
Nd_2__5781	5609	non-phage	NA	NA	NA
Nd_2__5782	2047	non-phage	NA	NA	NA
Nd_2__5783	3365	non-phage	NA	NA	NA
Nd_2__5788	7679	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	virulent
Nd_2__5796	6180	non-phage	NA	NA	NA
Nd_2__5800	18369	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__5802	5432	non-phage	NA	NA	NA
Nd_2__5808	2919	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__5809	13765	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__5814	2056	non-phage	NA	NA	NA
Nd_2__5817	2159	phage	unknown	Serratia marcescens	temperate
Nd_2__5818	4352	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__5826	8050	phage	unknown	Dinoroseobacter shibae	temperate
Nd_2__5829	2159	non-phage	NA	NA	NA
Nd_2__5831	5922	non-phage	NA	NA	NA
Nd_2__5832	2049	non-phage	NA	NA	NA
Nd_2__5840	3164	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__5861	5951	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Colwellia psychrerythraea	temperate
Nd_2__5863	2959	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__5867	5898	non-phage	NA	NA	NA
Nd_2__5880	3727	non-phage	NA	NA	NA
Nd_2__5881	13500	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__5884	7467	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__5885	28883	phage	unknown	Rhodococcus hoagii	virulent
Nd_2__5887	3996	non-phage	NA	NA	NA
Nd_2__5901	4392	non-phage	NA	NA	NA
Nd_2__5918	8391	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__5927	7688	non-phage	NA	NA	NA
Nd_2__5933	2601	non-phage	NA	NA	NA
Nd_2__594	2448	phage	unknown	Bacteroides fragilis	virulent
Nd_2__5946	2327	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Colwellia psychrerythraea	temperate
Nd_2__5947	2167	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__5952	3611	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__5953	4480	phage	unknown	Pseudomonas aeruginosa	temperate
Nd_2__5959	15595	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Prevotella phocaeensis	temperate
Nd_2__596	2145	non-phage	NA	NA	NA
Nd_2__5973	3771	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__5978	19027	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Pyrobaculum arsenaticum	temperate
Nd_2__6000	7203	non-phage	NA	NA	NA
Nd_2__6006	6904	non-phage	NA	NA	NA
Nd_2__6008	3584	phage	unknown	unknown	temperate
Nd_2__601	7001	phage	unknown	unknown	temperate
Nd_2__602	2120	phage	unknown	unknown	virulent
Nd_2__6043	2153	non-phage	NA	NA	NA
Nd_2__6054	7895	non-phage	NA	NA	NA
Nd_2__6066	6180	phage	unknown	unknown	virulent
Nd_2__6070	3428	phage	unknown	Pyrobaculum arsenaticum	virulent
Nd_2__6073	4026	non-phage	NA	NA	NA
Nd_2__610	2552	non-phage	NA	NA	NA
Nd_2__6102	2508	phage	unknown	Dinoroseobacter shibae	temperate
Nd_2__6105	8530	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	Croceibacter atlanticus	virulent
Nd_2__612	2168	phage	unknown	unknown	temperate
Nd_2__6120	15948	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__6139	2099	phage	unknown	unknown	virulent
Nd_2__6149	3043	non-phage	NA	NA	NA
Nd_2__6155	30594	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	virulent
Nd_2__6160	3042	non-phage	NA	NA	NA
Nd_2__6168	2256	phage	unknown	unknown	temperate
Nd_2__6169	2344	non-phage	NA	NA	NA
Nd_2__6174	5319	non-phage	NA	NA	NA
Nd_2__618	2075	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__6202	2995	phage	unknown	unknown	virulent
Nd_2__6203	5955	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__6204	2996	non-phage	NA	NA	NA
Nd_2__6206	2521	phage	unknown	unknown	temperate
Nd_2__6215	2677	phage	unknown	unknown	virulent
Nd_2__6223	4614	non-phage	NA	NA	NA
Nd_2__6224	4417	non-phage	NA	NA	NA
Nd_2__6230	4475	phage	unknown	unknown	temperate
Nd_2__6255	6044	phage	unknown	unknown	virulent
Nd_2__6256	2578	non-phage	NA	NA	NA
Nd_2__6263	5666	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__6269	4823	non-phage	NA	NA	NA
Nd_2__6270	6569	non-phage	NA	NA	NA
Nd_2__6277	2640	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__6278	9695	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__6287	2768	non-phage	NA	NA	NA
Nd_2__6289	4116	non-phage	NA	NA	NA
Nd_2__6293	2813	non-phage	NA	NA	NA
Nd_2__6294	6984	phage	unknown	Rhodococcus hoagii	virulent
Nd_2__6302	2424	non-phage	NA	NA	NA
Nd_2__6303	2001	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__6309	5566	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__6317	8176	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__6332	5265	non-phage	NA	NA	NA
Nd_2__6334	2427	phage	unknown	unknown	virulent
Nd_2__6336	2037	non-phage	NA	NA	NA
Nd_2__6337	2637	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	temperate
Nd_2__6341	4395	phage	unknown	unknown	virulent
Nd_2__6359	9164	non-phage	NA	NA	NA
Nd_2__6364	10727	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__6366	6504	non-phage	NA	NA	NA
Nd_2__6367	2750	non-phage	NA	NA	NA
Nd_2__6378	4250	phage	unknown	unknown	virulent
Nd_2__6379	5677	non-phage	NA	NA	NA
Nd_2__6383	9215	non-phage	NA	NA	NA
Nd_2__6386	2009	phage	unknown	unknown	virulent
Nd_2__639	5486	non-phage	NA	NA	NA
Nd_2__6393	3409	phage	unknown	unknown	temperate
Nd_2__640	2129	non-phage	NA	NA	NA
Nd_2__6401	3048	phage	unknown	unknown	temperate
Nd_2__6407	2332	non-phage	NA	NA	NA
Nd_2__6416	2326	non-phage	NA	NA	NA
Nd_2__6421	55371	non-phage	NA	NA	NA
Nd_2__6459	4696	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__646	2872	non-phage	NA	NA	NA
Nd_2__6483	2028	phage	unknown	Pyrobaculum arsenaticum	temperate
Nd_2__6490	5712	phage	unknown	unknown	virulent
Nd_2__6492	2375	non-phage	NA	NA	NA
Nd_2__6500	10508	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	temperate
Nd_2__6501	2644	phage	unknown	unknown	virulent
Nd_2__6506	3298	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__6509	5270	phage	unknown	bacterium J10(2018)	virulent
Nd_2__6527	17502	non-phage	NA	NA	NA
Nd_2__6528	3153	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__6539	6558	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__6545	5999	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__6558	2134	phage	unknown	unknown	temperate
Nd_2__6560	6862	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Schitoviridae	Dinoroseobacter shibae	virulent
Nd_2__6561	3691	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__6574	15982	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	unknown	virulent
Nd_2__6602	4548	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Schitoviridae	Dinoroseobacter shibae	virulent
Nd_2__6607	10399	non-phage	NA	NA	NA
Nd_2__6626	4942	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__6627	26723	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	temperate
Nd_2__6632	4191	phage	unknown	Lachnospiraceae bacterium MC2017	temperate
Nd_2__6636	3096	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__6643	2727	non-phage	NA	NA	NA
Nd_2__665	5942	non-phage	NA	NA	NA
Nd_2__667	2511	non-phage	NA	NA	NA
Nd_2__673	2778	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__682	2510	phage	unknown	Ruminococcus sp. 1xD21-23	temperate
Nd_2__684	2157	phage	unknown	Dinoroseobacter shibae	virulent
Nd_2__696	2224	non-phage	NA	NA	NA
Nd_2__700	3015	non-phage	NA	NA	NA
Nd_2__707	3604	non-phage	NA	NA	NA
Nd_2__713	3278	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Colwellia psychrerythraea	virulent
Nd_2__729	6101	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__736	2804	non-phage	NA	NA	NA
Nd_2__742	10392	phage	unknown	unknown	temperate
Nd_2__751	2070	phage	unknown	unknown	temperate
Nd_2__754	6760	phage	unknown	Dinoroseobacter shibae	temperate
Nd_2__762	6229	phage	unknown	Porphyromonadaceae bacterium	virulent
Nd_2__767	7845	non-phage	NA	NA	NA
Nd_2__782	11303	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__794	3885	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__799	15346	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	temperate
Nd_2__800	10568	non-phage	NA	NA	NA
Nd_2__802	2935	non-phage	NA	NA	NA
Nd_2__805	8472	non-phage	NA	NA	NA
Nd_2__81	2677	non-phage	NA	NA	NA
Nd_2__825	6965	non-phage	NA	NA	NA
Nd_2__828	2488	non-phage	NA	NA	NA
Nd_2__837	6109	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	temperate
Nd_2__838	11341	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Casjensviridae	unknown	virulent
Nd_2__845	4808	phage	unknown	unknown	virulent
Nd_2__848	3757	non-phage	NA	NA	NA
Nd_2__859	3556	non-phage	NA	NA	NA
Nd_2__860	6205	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__880	3282	non-phage	NA	NA	NA
Nd_2__889	2537	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__90	2711	non-phage	NA	NA	NA
Nd_2__905	4554	non-phage	NA	NA	NA
Nd_2__916	6100	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Colwellia psychrerythraea	temperate
Nd_2__938	2626	non-phage	NA	NA	NA
Nd_2__94	2146	non-phage	NA	NA	NA
Nd_2__941	2989	non-phage	NA	NA	NA
Nd_2__943	4868	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__953	2028	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__954	2638	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__96	2765	phage	unknown	Dinoroseobacter shibae	temperate
Nd_2__960	4762	phage	unknown	Colwellia psychrerythraea	temperate
Nd_3__101	3975	phage	unknown	unknown	temperate
Nd_3__1020	3613	phage	unknown	Dinoroseobacter shibae	temperate
Nd_3__1043	2045	non-phage	NA	NA	NA
Nd_3__1077	2407	non-phage	NA	NA	NA
Nd_3__1080	5971	non-phage	NA	NA	NA
Nd_3__1098	5189	non-phage	NA	NA	NA
Nd_3__1100	2466	non-phage	NA	NA	NA
Nd_3__1106	2965	phage	unknown	Colwellia psychrerythraea	virulent
Nd_3__1110	2998	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Serratia marcescens	temperate
Nd_3__1116	19827	non-phage	NA	NA	NA
Nd_3__1120	5739	phage	unknown	unknown	temperate
Nd_3__1122	2340	phage	unknown	Paramuribaculum intestinale	virulent
Nd_3__1138	3530	non-phage	NA	NA	NA
Nd_3__1144	3234	phage	unknown	unknown	temperate
Nd_3__1154	2116	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Herelleviridae	Colwellia psychrerythraea	virulent
Nd_3__1160	2722	phage	unknown	unknown	virulent
Nd_3__118	2154	phage	unknown	Colwellia psychrerythraea	virulent
Nd_3__1192	6108	phage	unknown	Dinoroseobacter shibae	virulent
Nd_3__1211	2811	non-phage	NA	NA	NA
Nd_3__1222	2758	phage	unknown	unknown	virulent
Nd_3__1224	5444	phage	unknown	Colwellia psychrerythraea	temperate
Nd_3__1225	2655	non-phage	NA	NA	NA
Nd_3__1226	5043	non-phage	NA	NA	NA
Nd_3__1228	2037	non-phage	NA	NA	NA
Nd_3__1247	4942	phage	unknown	unknown	virulent
Nd_3__1258	2052	non-phage	NA	NA	NA
Nd_3__1259	2758	phage	unknown	unknown	temperate
Nd_3__1262	3656	non-phage	NA	NA	NA
Nd_3__1285	2205	phage	unknown	Dinoroseobacter shibae	temperate
Nd_3__1295	2133	phage	unknown	unknown	temperate
Nd_3__1296	2150	phage	unknown	unknown	virulent
Nd_3__1313	3093	non-phage	NA	NA	NA
Nd_3__1314	2267	phage	unknown	unknown	virulent
Nd_3__1338	7085	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	temperate
Nd_3__1343	4806	non-phage	NA	NA	NA
Nd_3__1344	2048	phage	unknown	unknown	virulent
Nd_3__1360	2354	non-phage	NA	NA	NA
Nd_3__1378	3834	phage	unknown	Colwellia psychrerythraea	virulent
Nd_3__1382	6039	non-phage	NA	NA	NA
Nd_3__140	8968	phage	unknown	Muribaculaceae bacterium Isolate-036 (Harlan)	temperate
Nd_3__1400	5400	non-phage	NA	NA	NA
Nd_3__1407	10577	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Serratia marcescens	temperate
Nd_3__1432	2398	phage	unknown	unknown	virulent
Nd_3__1444	5945	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
Nd_3__1454	2393	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Guelinviridae	unknown	virulent
Nd_3__1463	6120	non-phage	NA	NA	NA
Nd_3__148	8073	phage	unknown	unknown	virulent
Nd_3__1482	4748	phage	unknown	unknown	temperate
Nd_3__1488	4236	non-phage	NA	NA	NA
Nd_3__1500	7434	non-phage	NA	NA	NA
Nd_3__1501	9574	phage	unknown	Lactobacillus fermentum	temperate
Nd_3__1516	2318	non-phage	NA	NA	NA
Nd_3__1523	4434	non-phage	NA	NA	NA
Nd_3__1531	2541	phage	unknown	Colwellia psychrerythraea	temperate
Nd_3__1532	7188	phage	unknown	Colwellia psychrerythraea	virulent
Nd_3__1538	2798	non-phage	NA	NA	NA
Nd_3__1569	2539	non-phage	NA	NA	NA
Nd_3__1570	6236	non-phage	NA	NA	NA
Nd_3__1572	2269	non-phage	NA	NA	NA
Nd_3__1574	7332	non-phage	NA	NA	NA
Nd_3__1581	2325	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Autographiviridae	unknown	temperate
Nd_3__1588	2046	non-phage	NA	NA	NA
Nd_3__1599	6890	non-phage	NA	NA	NA
Nd_3__161	4597	phage	unknown	unknown	virulent
Nd_3__1611	3012	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Candidatus Pelagibacter ubique	virulent
Nd_3__1624	18653	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	temperate
Nd_3__1636	3958	non-phage	NA	NA	NA
Nd_3__1647	2390	non-phage	NA	NA	NA
Nd_3__1648	2314	non-phage	NA	NA	NA
Nd_3__1653	2683	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	unknown	virulent
Nd_3__166	2445	non-phage	NA	NA	NA
Nd_3__1666	2040	non-phage	NA	NA	NA
Nd_3__1670	4562	phage	unknown	unknown	virulent
Nd_3__1693	2199	non-phage	NA	NA	NA
Nd_3__1703	2050	non-phage	NA	NA	NA
Nd_3__1704	2194	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Autographiviridae	Candidatus Pelagibacter ubique	virulent
Nd_3__1707	3454	non-phage	NA	NA	NA
Nd_3__1708	4962	non-phage	NA	NA	NA
Nd_3__171	2268	non-phage	NA	NA	NA
Nd_3__1714	4174	phage	unknown	Colwellia psychrerythraea	temperate
Nd_3__1715	2677	phage	unknown	Colwellia psychrerythraea	virulent
Nd_3__1718	7699	phage	unknown	Colwellia psychrerythraea	temperate
Nd_3__1732	5668	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Colwellia psychrerythraea	temperate
Nd_3__1786	2199	phage	unknown	unknown	temperate
Nd_3__1789	2274	non-phage	NA	NA	NA
Nd_3__1816	3063	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Colwellia psychrerythraea	temperate
Nd_3__1840	3068	phage	unknown	Colwellia psychrerythraea	virulent
Nd_3__1857	2302	phage	unknown	Colwellia psychrerythraea	virulent
Nd_3__1874	2076	phage	unknown	unknown	virulent
Nd_3__1878	2027	non-phage	NA	NA	NA
Nd_3__1883	2164	non-phage	NA	NA	NA
Nd_3__1922	2418	non-phage	NA	NA	NA
Nd_3__193	2541	phage	unknown	Colwellia psychrerythraea	temperate
Nd_3__1945	2929	non-phage	NA	NA	NA
Nd_3__1949	3054	non-phage	NA	NA	NA
Nd_3__1968	2171	phage	unknown	Candidatus Pelagibacter ubique	virulent
Nd_3__2006	2660	non-phage	NA	NA	NA
Nd_3__2015	3626	non-phage	NA	NA	NA
Nd_3__2021	2606	non-phage	NA	NA	NA
Nd_3__2030	3007	phage	unknown	Colwellia psychrerythraea	virulent
Nd_3__2057	2271	non-phage	NA	NA	NA
Nd_3__206	2782	non-phage	NA	NA	NA
Nd_3__2079	2390	non-phage	NA	NA	NA
Nd_3__2089	3219	phage	unknown	unknown	virulent
Nd_3__209	2909	phage	unknown	Colwellia psychrerythraea	virulent
Nd_3__2101	3250	phage	unknown	Colwellia psychrerythraea	temperate
Nd_3__2118	9162	phage	unknown	Colwellia psychrerythraea	temperate
Nd_3__2120	2378	non-phage	NA	NA	NA
Nd_3__2125	3299	phage	unknown	unknown	temperate
Nd_3__2131	3379	non-phage	NA	NA	NA
Nd_3__2134	3307	phage	unknown	Dinoroseobacter shibae	temperate
Nd_3__2142	2013	phage	unknown	Candidatus Pelagibacter ubique	virulent
Nd_3__2149	3539	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
Nd_3__2153	3195	non-phage	NA	NA	NA
Nd_3__2161	6617	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
Nd_3__2165	2620	phage	unknown	unknown	temperate
Nd_3__2168	2120	phage	unknown	unknown	virulent
Nd_3__2170	5216	phage	unknown	Colwellia psychrerythraea	virulent
Nd_3__2174	2288	phage	unknown	unknown	temperate
Nd_3__2175	2988	non-phage	NA	NA	NA
Nd_3__2194	3726	non-phage	NA	NA	NA
Nd_3__2205	6733	non-phage	NA	NA	NA
Nd_3__222	2449	non-phage	NA	NA	NA
Nd_3__2224	3230	non-phage	NA	NA	NA
Nd_3__2237	2002	non-phage	NA	NA	NA
Nd_3__2240	2241	non-phage	NA	NA	NA
Nd_3__2246	2514	phage	unknown	Candidatus Pelagibacter ubique	virulent
Nd_3__2250	3677	non-phage	NA	NA	NA
Nd_3__2286	2729	non-phage	NA	NA	NA
Nd_3__2288	2184	phage	unknown	unknown	temperate
Nd_3__2290	2195	phage	unknown	unknown	virulent
Nd_3__2323	3829	phage	unknown	Colwellia psychrerythraea	temperate
Nd_3__2331	3976	non-phage	NA	NA	NA
Nd_3__2342	2270	phage	unknown	Colwellia psychrerythraea	virulent
Nd_3__2343	4601	non-phage	NA	NA	NA
Nd_3__2346	2829	phage	unknown	Colwellia psychrerythraea	temperate
Nd_3__2361	3683	non-phage	NA	NA	NA
Nd_3__2374	2292	phage	unknown	unknown	virulent
Nd_3__2392	3116	phage	unknown	unknown	temperate
Nd_3__2399	5929	non-phage	NA	NA	NA
Nd_3__2407	2358	phage	unknown	unknown	temperate
Nd_3__2427	14759	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Casjensviridae	unknown	virulent
Nd_3__2429	2019	non-phage	NA	NA	NA
Nd_3__244	3592	non-phage	NA	NA	NA
Nd_3__2452	2185	non-phage	NA	NA	NA
Nd_3__2467	2068	non-phage	NA	NA	NA
Nd_3__2469	8464	non-phage	NA	NA	NA
Nd_3__2475	2072	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Marvinbryantia formatexigens	virulent
Nd_3__2498	2826	non-phage	NA	NA	NA
Nd_3__2507	4466	non-phage	NA	NA	NA
Nd_3__2560	2326	phage	unknown	Colwellia psychrerythraea	temperate
Nd_3__2567	53156	non-phage	NA	NA	NA
Nd_3__2580	8442	non-phage	NA	NA	NA
Nd_3__2587	2564	phage	unknown	Colwellia psychrerythraea	temperate
Nd_3__2599	2778	non-phage	NA	NA	NA
Nd_3__261	4823	non-phage	NA	NA	NA
Nd_3__2623	2308	non-phage	NA	NA	NA
Nd_3__2625	8338	phage	unknown	unknown	virulent
